table_name,column_name,data_type,is_nullable,column_default
organization_student_enrollments,roll_number,integer,YES,null
organization_student_enrollments,sr_number,text,YES,null
organization_student_enrollments,is_active,boolean,NO,true
organization_student_enrollments,is_deleted,boolean,NO,false
organization_student_enrollments,created_at,timestamp with time zone,NO,now()
organization_student_enrollments,updated_at,timestamp with time zone,NO,now()
organization_student_enrollments,created_by,uuid,YES,null
organization_student_enrollments,updated_by,uuid,YES,null
organization_student_exam_marks,id,uuid,NO,gen_random_uuid()
organization_student_exam_marks,organization_id,uuid,NO,null
organization_student_exam_marks,active_session_id,uuid,NO,null
organization_student_exam_marks,exam_id,uuid,NO,null
organization_student_exam_marks,student_id,uuid,NO,null
organization_student_exam_marks,subject_id,uuid,NO,null
organization_student_exam_marks,marks_obtained,numeric,YES,null
organization_student_exam_marks,is_absent,boolean,NO,false
organization_student_exam_marks,remarks,text,YES,null
organization_student_exam_marks,is_active,boolean,NO,true
organization_student_exam_marks,is_deleted,boolean,NO,false
organization_student_exam_marks,created_at,timestamp with time zone,NO,now()
organization_student_exam_marks,updated_at,timestamp with time zone,NO,now()
organization_student_fee_payments,id,uuid,NO,gen_random_uuid()
organization_student_fee_payments,organization_id,uuid,NO,null
organization_student_fee_payments,session_id,uuid,NO,null
organization_student_fee_payments,student_id,uuid,NO,null
organization_student_fee_payments,receipt_number,text,NO,null
organization_student_fee_payments,payment_mode,text,NO,null
organization_student_fee_payments,payment_date,date,NO,null
organization_student_fee_payments,amount_paid,numeric,NO,null
organization_student_fee_payments,discount_amount,numeric,NO,0
organization_student_fee_payments,fine_amount,numeric,NO,0
organization_student_fee_payments,discount_reason,text,YES,null
organization_student_fee_payments,remarks,text,YES,null
organization_student_fee_payments,is_active,boolean,NO,true
organization_student_fee_payments,is_deleted,boolean,NO,false
organization_student_fee_payments,created_at,timestamp with time zone,NO,now()
organization_student_fee_payments,updated_at,timestamp with time zone,NO,now()
organization_student_homeworks,id,uuid,NO,gen_random_uuid()
organization_student_homeworks,organization_id,uuid,NO,null
organization_student_homeworks,active_session_id,uuid,NO,null
organization_student_homeworks,student_id,uuid,NO,null
organization_student_homeworks,subject_id,uuid,YES,null
organization_student_homeworks,title,text,NO,null
organization_student_homeworks,description,text,YES,null
organization_student_homeworks,due_date,date,YES,null
organization_student_homeworks,is_completed,boolean,NO,false
organization_student_homeworks,is_active,boolean,NO,true
organization_student_homeworks,is_deleted,boolean,NO,false
organization_student_homeworks,created_at,timestamp with time zone,NO,now()
organization_student_homeworks,updated_at,timestamp with time zone,NO,now()
organization_student_id_cards,id,uuid,NO,gen_random_uuid()
organization_student_id_cards,organization_id,uuid,NO,null
organization_student_id_cards,active_session_id,uuid,NO,null
organization_student_id_cards,student_id,uuid,NO,null
organization_student_id_cards,qr_identity_id,uuid,NO,null
organization_student_id_cards,card_number,text,NO,null
organization_student_id_cards,status,text,NO,Pending_Print
organization_student_id_cards,reason_for_reissue,text,YES,null
organization_student_id_cards,is_active,boolean,NO,true
organization_student_id_cards,is_deleted,boolean,NO,false
organization_student_id_cards,created_at,timestamp with time zone,NO,now()
organization_student_id_cards,updated_at,timestamp with time zone,NO,now()
organization_student_id_cards,created_by,uuid,YES,null
organization_student_id_cards,updated_by,uuid,YES,null
organization_student_image_vectors,id,uuid,NO,gen_random_uuid()
organization_student_image_vectors,organization_id,uuid,NO,null
organization_student_image_vectors,student_id,uuid,NO,null
organization_student_image_vectors,person_type,text,NO,null
organization_student_image_vectors,face_vector,text,NO,null
organization_student_image_vectors,image_url,text,NO,null
organization_student_image_vectors,is_active,boolean,NO,true
organization_student_image_vectors,is_deleted,boolean,NO,false
organization_student_image_vectors,created_at,timestamp with time zone,NO,now()
organization_student_image_vectors,updated_at,timestamp with time zone,NO,now()
organization_student_marks,id,uuid,NO,gen_random_uuid()
organization_student_marks,organization_id,uuid,NO,null
organization_student_marks,active_session_id,uuid,NO,null
organization_student_marks,student_id,uuid,NO,null
organization_student_marks,subject_id,uuid,NO,null
organization_student_marks,marks_obtained,numeric,YES,null
organization_student_marks,max_marks,numeric,YES,null
organization_student_marks,is_active,boolean,NO,true
organization_student_marks,is_deleted,boolean,NO,false
organization_student_marks,created_at,timestamp with time zone,NO,now()
organization_student_marks,updated_at,timestamp with time zone,NO,now()
organization_student_qr_identities,id,uuid,NO,gen_random_uuid()
organization_student_qr_identities,organization_id,uuid,NO,null
organization_student_qr_identities,active_session_id,uuid,NO,null
organization_student_qr_identities,student_id,uuid,NO,null
organization_student_qr_identities,qr_token_hash,text,NO,null
organization_student_qr_identities,version,integer,NO,1
organization_student_qr_identities,status,text,NO,Active
organization_student_qr_identities,expiry_date,date,YES,null
organization_student_qr_identities,is_active,boolean,NO,true
organization_student_qr_identities,is_deleted,boolean,NO,false
organization_student_qr_identities,created_at,timestamp with time zone,NO,now()
organization_student_qr_identities,updated_at,timestamp with time zone,NO,now()
organization_student_qr_identities,created_by,uuid,YES,null
organization_student_qr_identities,updated_by,uuid,YES,null
organization_student_subjects,id,uuid,NO,gen_random_uuid()
organization_student_subjects,organization_id,uuid,NO,null
organization_student_subjects,active_session_id,uuid,NO,null
organization_student_subjects,student_id,uuid,NO,null
organization_student_subjects,subject_id,uuid,NO,null
organization_student_subjects,is_active,boolean,NO,true
organization_student_subjects,is_deleted,boolean,NO,false
organization_student_subjects,created_at,timestamp with time zone,NO,now()
organization_student_subjects,updated_at,timestamp with time zone,NO,now()
organization_student_user_links,id,uuid,NO,gen_random_uuid()
organization_student_user_links,organization_id,uuid,NO,null
organization_student_user_links,active_session_id,uuid,NO,null
organization_student_user_links,student_id,uuid,NO,null
organization_student_user_links,user_id,uuid,NO,null
organization_student_user_links,is_approved,boolean,NO,false
organization_student_user_links,approved_by,uuid,YES,null
organization_student_user_links,approved_at,timestamp with time zone,YES,null
organization_student_user_links,is_active,boolean,NO,true
organization_student_user_links,is_deleted,boolean,NO,false
organization_student_user_links,created_at,timestamp with time zone,NO,now()
organization_student_user_links,updated_at,timestamp with time zone,NO,now()
organization_students,id,uuid,NO,gen_random_uuid()
organization_students,organization_id,uuid,NO,null
organization_students,active_session_id,uuid,NO,null
organization_students,name,text,NO,null
organization_students,image_url,text,YES,null
organization_students,is_active,boolean,NO,true
organization_students,is_deleted,boolean,NO,false
organization_students,created_at,timestamp with time zone,NO,now()
organization_students,updated_at,timestamp with time zone,NO,now()
organization_students,created_by,uuid,YES,null
organization_students,updated_by,uuid,YES,null
organization_timetable_schedules,id,uuid,NO,gen_random_uuid()
organization_timetable_schedules,organization_id,uuid,NO,null
organization_timetable_schedules,active_session_id,uuid,NO,null
organization_timetable_schedules,organization_section_id,uuid,NO,null
organization_timetable_schedules,period_id,uuid,NO,null
organization_timetable_schedules,subject_id,uuid,YES,null
organization_timetable_schedules,staff_id,uuid,YES,null
organization_timetable_schedules,day_of_week,integer,NO,null
organization_timetable_schedules,is_active,boolean,NO,true
organization_timetable_schedules,is_deleted,boolean,NO,false
organization_timetable_schedules,created_at,timestamp with time zone,NO,now()
organization_timetable_schedules,updated_at,timestamp with time zone,NO,now()
organization_users,id,uuid,NO,gen_random_uuid()
organization_users,organization_id,uuid,NO,null
organization_users,user_id,uuid,NO,null
organization_users,role,text,NO,null
organization_users,is_active,boolean,NO,true
organization_users,is_deleted,boolean,NO,false
organization_users,created_at,timestamp with time zone,NO,now()
organization_users,updated_at,timestamp with time zone,NO,now()
